event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King  Arnold,Carolyn King Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52996,40.,81,"Authorize (1) the ratification for payments to Dallas County for processing and maintaining City prisoners at the Criminal Justice Center for services rendered from April 1, 2021 to April 30, 2022; (2) Amendment No. 5 to the Criminal Justice Center Memorandum of Agreement with Dallas County; and (3) payments to Dallas County for processing and maintaining City prisoners at the Criminal Justice Center, pursuant to Amendment No. 5 to the Criminal Justice Center Memorandum of Agreement with Dallas County, for the period May 1, 2022 through September 30, 2022 - Not to exceed $13,763,216.95 - Financing: General Fund",22-902,CONSENT AGENDA,Approved,7573,"Authorize (1) the ratification for payments to Dallas County for processing and maintaining City prisoners at the Criminal Justice Center for services rendered from April 1, 2021 to April 30, 2022; (2) Amendment No. 5 to the Criminal Justice Center Memorandum of Agreement with Dallas County; and (3) payments to Dallas County for processing and maintaining City prisoners at the Criminal Justice Center, pursuant to Amendment No. 5 to the Criminal Justice Center Memorandum of Agreement with Dallas County, for the period May 1, 2022 through September 30, 2022 - Not to exceed $13,763,216.95 - Financing: General Fund",2021-01-12,22-0662; APPROVED,Court & Detention Services (CTS),311 Customer Service,1,Socrata Roll Call,,,,,0,40,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/7fc12af6-12de-4d24-8ed1-25c27ff35154.docx,YES,YES,YES,,AWVT,YES,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52861,41.,83,"Authorize loan applications for four eligible projects to the Texas Water Development Board for low-cost financial assistance through the State Water Implementation Fund for Texas, in an amount up to $378,200,000, to fund construction projects including Elm Fork Filter Complex Phase 2 in an amount up to $127,400,000; Southwest Pipeline Phase 1 in an amount up to $73,300,000; Water Main Replacement Program for five years in an amount up to $170,000,000; and to fund the design of Lake June Pump Station Replacement in an amount up to $7,500,000 - Financing: No cost consideration to the City",22-396,ITEMS FOR FURTHER CONSIDERATION,Approved,10226,"Authorize loan applications for four eligible projects to the Texas Water Development Board for low-cost financial assistance through the State Water Implementation Fund for Texas, in an amount up to $378,200,000, to fund construction projects including Elm Fork Filter Complex Phase 2 in an amount up to $127,400,000; Southwest Pipeline Phase 1 in an amount up to $73,300,000; Water Main Replacement Program for five years in an amount up to $170,000,000; and to fund the design of Lake June Pump Station Replacement in an amount up to $7,500,000 - Financing: No cost consideration to the City",2022-01-18,22-0663; APPROVED,City Controller's Office (CCO),City Controller's Office,1,Socrata Roll Call,,,,,0,41,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/6fde1598-4713-4ed9-8301-11dddfd6f715.docx,AWVT,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52862,42.,85,Authorize the approval and adoption of the eleven recommendations of the Comprehensive Housing Policy Racial Equity Assessment - Financing: No cost consideration to the City,22-967,ITEMS FOR FURTHER CONSIDERATION,Approved,10811,Authorize the approval and adoption of the eleven recommendations of the Comprehensive Housing Policy Racial Equity Assessment - Financing: No cost consideration to the City,2022-04-13,22-0664; APPROVED,Department of Housing & Neighborhood Revitalization (HOU),Department of Housing & Neighborhood Revitalization,1,Socrata Roll Call,,,,,0,42,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/6afabf91-dc15-4e51-8d8e-f711cf6971e9.docx,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52656,Z1.,90,"A public hearing to receive comments regarding an application for and an ordinance granting an MU-1 Mixed-Use District on property zoned a CR Community Retail District, on the north side of Forest Lane, west of Greenville Avenue
Recommendation of Staff:  Approval
Recommendation of CPC:  Approval
Z212-138(OA)",22-875,ZONING CASES - CONSENT,Hearing Closed; CPC Recommendation Followed,10719,"A public hearing to receive comments regarding an application for and an ordinance granting an MU-1 Mixed-Use District on property zoned a CR Community Retail District, on the north side of Forest Lane, west of Greenville Avenue
Recommendation of Staff:  Approval
Recommendation of CPC:  Approval
Z212-138(OA)",2022-04-01,22-0666; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32182,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/c53e0082-2338-4e5f-83f3-517924d71328.pdf,AWVT,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52657,Z2.,91,"A public hearing to receive comments regarding an application for and an ordinance granting an R-5(A) Single Family District on property zoned CR Community Retail District, on the north line of Canada Drive, north of Darien Street
Recommendation of Staff:  Approval
Recommendation of CPC:  Approval
Z212-143(MP)",22-876,ZONING CASES - CONSENT,Hearing Closed; CPC Recommendation Followed,10720,"A public hearing to receive comments regarding an application for and an ordinance granting an R-5(A) Single Family District on property zoned CR Community Retail District, on the north line of Canada Drive, north of Darien Street
Recommendation of Staff:  Approval
Recommendation of CPC:  Approval
Z212-143(MP)",2022-04-01,22-0667; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32183,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/6f0fb855-55ba-4f62-bcdc-9a1da14ef533.pdf,AWVT,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52658,Z3.,92,"A public hearing to receive comments regarding an application for and an ordinance granting an MF-3(A) Multifamily District on property zoned an MC-3 Multiple Commercial District, on the east side of Dallas Parkway, south of Keller Springs Road
Recommendation of Staff:  Approval
Recommendation of CPC:  Approval
Z212-149(OA)",22-877,ZONING CASES - CONSENT,Hearing Closed; CPC Recommendation Followed,10721,"A public hearing to receive comments regarding an application for and an ordinance granting an MF-3(A) Multifamily District on property zoned an MC-3 Multiple Commercial District, on the east side of Dallas Parkway, south of Keller Springs Road
Recommendation of Staff:  Approval
Recommendation of CPC:  Approval
Z212-149(OA)",2022-04-01,22-0668; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32184,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/f435b524-cb02-4b3f-ad4e-f4ee254ddffa.pdf,AWVT,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52659,Z4.,93,"A public hearing to receive comments regarding an application for and an ordinance granting a Specific Use Permit for a child-care facility on property zoned an MF-2(A) Multifamily District, on the southeast line of East Side Avenue, southwest of South Fitzhugh Avenue
Recommendation of Staff:  Approval for a five-year period, subject to a site plan and conditions
Recommendation of CPC:  Approval for a five-year period, subject to a site plan and conditions
Z212-153(RM)",22-878,ZONING CASES - CONSENT,Hearing Closed; CPC Recommendation Followed,10722,"A public hearing to receive comments regarding an application for and an ordinance granting a Specific Use Permit for a child-care facility on property zoned an MF-2(A) Multifamily District, on the southeast line of East Side Avenue, southwest of South Fitzhugh Avenue
Recommendation of Staff:  Approval for a five-year period, subject to a site plan and conditions
Recommendation of CPC:  Approval for a five-year period, subject to a site plan and conditions
Z212-153(RM)",2022-04-01,22-0669; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32185,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/aca5cbfa-88c3-4ecc-9f10-3ce7786aebc3.pdf,YES,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52661,Z5.,95,"A public hearing to receive comments regarding an application for and an ordinance granting a new subarea for MF-2(A) Multifamily District uses on property zoned an MU-1 Mixed Use District within Subarea 9 of Planned Development District No. 298, the Bryan Area Special Purpose District, on the southeast line of Bryan Street, northeast of North Carroll Avenue
Recommendation of Staff:  Approval, subject to conditions
Recommendation of CPC:  Approval, subject to conditions
Z201-296(RM)",22-874,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Followed,10718,"A public hearing to receive comments regarding an application for and an ordinance granting a new subarea for MF-2(A) Multifamily District uses on property zoned an MU-1 Mixed Use District within Subarea 9 of Planned Development District No. 298, the Bryan Area Special Purpose District, on the southeast line of Bryan Street, northeast of North Carroll Avenue
Recommendation of Staff:  Approval, subject to conditions
Recommendation of CPC:  Approval, subject to conditions
Z201-296(RM)",2022-04-01,22-0670; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32186,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z5,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/6fefb29e-dbb0-4d70-8fec-ffbcf2bfce8a.pdf,YES,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52662,Z6.,96,"A public hearing to receive comments regarding an application for an MF-2(A) Multifamily District on property zoned an R-7.5(A) Single Family District, on the west line of South Cockrell Hill Road, north of West Red Bird Lane
Recommendation of Staff:  Approval 
Recommendation of CPC:  Denial without prejudice
Z201-300(OA)",22-879,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Followed and Denied without Prejudice,10723,"A public hearing to receive comments regarding an application for an MF-2(A) Multifamily District on property zoned an R-7.5(A) Single Family District, on the west line of South Cockrell Hill Road, north of West Red Bird Lane
Recommendation of Staff:  Approval 
Recommendation of CPC:  Denial without prejudice
Z201-300(OA)",2022-04-01,22-0671; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED AND DENIED WITHOUT PREJUDICE BY COUNCILMEMBER THOMAS,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,0,Socrata Roll Call,,,,,0,Z6,AGENDA,DENIED WITHOUT PREJUDICE,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/26388db0-33f4-42a5-b2e8-aa3f8c157498.pdf,YES,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52663,Z7.,97,"A public hearing to receive comments regarding an application for a Planned Development Subdistrict for GR General Retail Subdistrict uses on property zoned MF-2 Multifamily Subdistrict, P Parking Subdistrict, and GR General Retail Subdistrict within Planned Development District No. 193, the Oak Lawn Special Purpose District, at the north corner of Maple Avenue and Reagan Street
Recommendation of Staff:  Denial 
Recommendation of CPC:  Denial without prejudice 
Z201-302(RM)",22-881,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Reversed Approved,10725,"A public hearing to receive comments regarding an application for a Planned Development Subdistrict for GR General Retail Subdistrict uses on property zoned MF-2 Multifamily Subdistrict, P Parking Subdistrict, and GR General Retail Subdistrict within Planned Development District No. 193, the Oak Lawn Special Purpose District, at the north corner of Maple Avenue and Reagan Street
Recommendation of Staff:  Denial 
Recommendation of CPC:  Denial without prejudice 
Z201-302(RM)",2022-04-03,22-0672; HEARING CLOSED; CPC DECISION REVERSED; APPROVED AS AMENDED; ORDINANCE 32187,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z7,AGENDA,AMENDED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/77b8f637-3059-4731-976d-a14a406b90ac.pdf,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52664,Z8.,98,"A public hearing to receive comments regarding an application for and an ordinance granting a Planned Development District for MU-2 Mixed Use District regulations and uses including multifamily and retail and personal service, on property zoned IR Industrial Research, on the west line of Borger Street, south of Singleton Boulevard
Recommendation of Staff:  Approval, subject to a development plan and conditions
Recommendation of  CPC:  Approval, subject to a revised development plan and CPC recommended conditions
Z201-323(MP)",22-882,ZONING CASES - INDIVIDUAL,Hearing Closed; Approved as Amended,10726,"A public hearing to receive comments regarding an application for and an ordinance granting a Planned Development District for MU-2 Mixed Use District regulations and uses including multifamily and retail and personal service, on property zoned IR Industrial Research, on the west line of Borger Street, south of Singleton Boulevard
Recommendation of Staff:  Approval, subject to a development plan and conditions
Recommendation of  CPC:  Approval, subject to a revised development plan and CPC recommended conditions
Z201-323(MP)",2022-04-03,22-0673; HEARING CLOSED; APPROVED AS AMENDED; ORDINANCE 32188,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z8,AGENDA,AMENDED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/ecd0f802-2ae2-4477-aec6-6638d817ab4c.pdf,AWVT,YES,YES,,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52665,Z9.,99,"A public hearing to receive comments regarding an application for and an ordinance granting a new tract on property zoned Tract II within Planned Development District No. 87 with H/15 Winnetka Heights Historic District Overlay, at the southwest corner of West 10th Street and South Rosemont Avenue
Recommendation of Staff:  Approval, subject to conditions
Recommendation of CPC:  Approval, subject to conditions
Z212-126(RM)",22-883,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Followed,10727,"A public hearing to receive comments regarding an application for and an ordinance granting a new tract on property zoned Tract II within Planned Development District No. 87 with H/15 Winnetka Heights Historic District Overlay, at the southwest corner of West 10th Street and South Rosemont Avenue
Recommendation of Staff:  Approval, subject to conditions
Recommendation of CPC:  Approval, subject to conditions
Z212-126(RM)",2022-04-03,22-0674; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32189,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z9,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/c4f4838f-83ac-43b1-9a7a-f6c220745af5.pdf,AWVT,AWVT,YES,,YES,YES,YES,YES,YES,AWVT,AWVT,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52666,Z10.,100,"A public hearing to receive comments regarding an application for and an ordinance granting a new subdistrict on property zoned GR General Retail within Planned Development District No. 193, the Oak Lawn Special Purpose District, on the east corner of Fairmount Street and Carlisle Street
Recommendation of Staff:  Approval, subject to a development plan and conditions
Recommendation of CPC:  Approval, subject to a development plan and conditions
Z212-136(MP)",22-884,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Followed,10728,"A public hearing to receive comments regarding an application for and an ordinance granting a new subdistrict on property zoned GR General Retail within Planned Development District No. 193, the Oak Lawn Special Purpose District, on the east corner of Fairmount Street and Carlisle Street
Recommendation of Staff:  Approval, subject to a development plan and conditions
Recommendation of CPC:  Approval, subject to a development plan and conditions
Z212-136(MP)",2022-04-03,22-0675; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32190,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z10,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/f7e425a8-2ae7-4890-9044-58d92bba4e1a.pdf,AWVT,AWVT,YES,,YES,YES,YES,AWVT,YES,AWVT,AWVT,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52667,Z11.,101,"A public hearing to receive comments regarding an application for and a resolution granting the termination of existing deed restrictions [Z056-120] on property zoned a TH-2 (A) Townhouse District, on northwest line of 52nd Street, northeast of Corrigan Avenue
Recommendation of Staff:  Approval of the termination of existing deed restrictions [Z056-120]
Recommendation of CPC:  Approval of the termination of existing deed restrictions [Z056-120]
Z212-140(OA)",22-885,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Followed,10729,"A public hearing to receive comments regarding an application for and a resolution granting the termination of existing deed restrictions [Z056-120] on property zoned a TH-2 (A) Townhouse District, on northwest line of 52nd Street, northeast of Corrigan Avenue
Recommendation of Staff:  Approval of the termination of existing deed restrictions [Z056-120]
Recommendation of CPC:  Approval of the termination of existing deed restrictions [Z056-120]
Z212-140(OA)",2022-04-03,22-0676; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z11,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/c3a8ce7b-0f0c-48cd-814e-fe8db7f87464.pdf,AWVT,YES,YES,,YES,YES,YES,AWVT,YES,AWVT,AWVT,YES,YES,YES,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52711,Z12.,102,"A public hearing to receive comments regarding an application for and an ordinance granting the renewal of Specific Use Permit No. 1651 for a body piercing studio and a tattoo studio on property zoned Tract A within Planned Development District No. 269, the Deep Ellum/Near East Side Special Purpose District, on the south line of Main Street, west of Pryor Street
Recommendation of Staff:  Approval for a six-year period with eligibility for automatic renewals for additional three-year periods, subject to revised conditions
Recommendation of CPC:  Approval for a six-year period with eligibility for automatic renewals for additional three-year periods, subject to revised conditions
Z212-144(RM)",22-886,ZONING CASES - INDIVIDUAL,Hearing Closed; CPC Recommendation Followed,10730,"A public hearing to receive comments regarding an application for and an ordinance granting the renewal of Specific Use Permit No. 1651 for a body piercing studio and a tattoo studio on property zoned Tract A within Planned Development District No. 269, the Deep Ellum/Near East Side Special Purpose District, on the south line of Main Street, west of Pryor Street
Recommendation of Staff:  Approval for a six-year period with eligibility for automatic renewals for additional three-year periods, subject to revised conditions
Recommendation of CPC:  Approval for a six-year period with eligibility for automatic renewals for additional three-year periods, subject to revised conditions
Z212-144(RM)",2022-04-03,22-0677; HEARING CLOSED; CPC RECOMMENDATION FOLLOWED; ORDINANCE 32191,Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,1,Socrata Roll Call,,,,,0,Z12,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/1dbea526-d979-4657-a908-5b8ad05f2825.pdf,AWVT,YES,YES,,YES,YES,YES,AWVT,YES,AWVT,AWVT,YES,YES,AWVT,YES,YES
2087,2022-04-27,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",52671,Z13.,104,"A public hearing to receive comments regarding an application for and (1) a CS Commercial Service District with deed restrictions volunteered by the applicant; and (2) a Specific Use Permit for a commercial motor vehicle parking use on property zoned A(A) Agricultural District, south of Telephone Road and west of Travis Trail
Recommendation of Staff:  Approval of a CS Commercial Service District, subject to deed restrictions volunteered by the applicant; and approval of a Specific Use Permit for a two-year period, subject to a site plan and staff’s recommended conditions
Recommendation of CPC:  Denial of a CS Commercial Service District with deed restrictions volunteered by the applicant; and denial of a Specific Use Permit for a commercial motor vehicle parking use 
Z201-344(KC)
Note: This item was deferred by the City Council before opening the public hearing on January 12, 2022, held under advisement on January 26, 2022; deferred on February 23, 2022, and is scheduled for consideration on April 27, 2022.",22-612,ZONING CASES - UNDER ADVISEMENT - INDIVIDUAL,Hearing Closed; Held Under Advisement,10456,"A public hearing to receive comments regarding an application for and (1) a CS Commercial Service District with deed restrictions volunteered by the applicant; and (2) a Specific Use Permit for a commercial motor vehicle parking use on property zoned A(A) Agricultural District, south of Telephone Road and west of Travis Trail
Recommendation of Staff:  Approval of a CS Commercial Service District, subject to deed restrictions volunteered by the applicant; and approval of a Specific Use Permit for a two-year period, subject to a site plan and staff’s recommended conditions
Recommendation of CPC:  Denial of a CS Commercial Service District with deed restrictions volunteered by the applicant; and denial of a Specific Use Permit for a commercial motor vehicle parking use 
Z201-344(KC)
Note: This item was deferred by the City Council before opening the public hearing on January 12, 2022, held under advisement on January 26, 2022; deferred on February 23, 2022, and is scheduled for consideration on April 27, 2022.",2022-02-24,"22-0678; HEARING CLOSED; HELD UNDER ADVISEMENT UNTIL JUNE 8, 2022 BY COUNCILMEMBER ATKINS",Department of Planning and Urban Design (PNV),Department of Planning and Urban Design,,Socrata Roll Call,,,,,0,Z13,AGENDA,OTHER HELD UNDER ADVISEMENT UNTIL 6/8/22,https://cityofdallas.legistar1.com/cityofdallas/meetings/2022/4/2087_A_City_Council_22-04-27_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2022/042722Min.pdf,https://dallastx.new.swagit.com/videos/201970,https://cityofdallas.legistar1.com/cityofdallas/attachments/11a5b1d3-9aa5-4be4-8cc5-436ab0e5d46b.pdf,AWVT,AWVT,YES,,YES,YES,YES,AWVT,YES,AWVT,AWVT,YES,YES,AWVT,YES,YES
,2022-05-04,,City Council,,,1,,"Approval of Minutes of the April 20, 2022 City Council Meeting",,,,,,,,,,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/050422Min.pdf,,,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
,2022-05-04,,City Council,,,2,,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),,,,,,,,,,,Socrata Roll Call,,,,,0,2,AGENDA,NO ACTION NEEDED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/050422Min.pdf,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,2022-05-04,,City Council,,,3,,"Casting of lots to identify the recommended vendor resulting from tie bids between Premier Truck Group and Stewart & Stevenson Power Products, LLC on Group 37; between Premier Truck Group, Stewart & Stevenson Power Products, LLC, and Industrial Power, LLC on Group 215; between Premier Truck Group and Stewart & Stevenson Power Products, LLC on Group 217; between Premier Truck Group and Stewart & Stevenson Power Products, LLC on Group 218; and between Premier Truck Group and Stewart & Stevenson Power Products, LLC on Group 221 in response to bid BA22-00018004 for a five-year master agreement for the purchase of original equipment manufacturer parts",,,,,,,,,,,Socrata Roll Call,,,,,0,3,AGENDA,NO ACTION NEEDED,,https://citysecretary2.dallascityhall.com/pdf/CC2022/050422Min.pdf,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
