event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Carolyn Arnold,Carolyn King Arnold,Chad West,Eric Johnson,Gay Donnel Willis,Gay Donnell Willis,Jaime Resendez,Jaynie Schultz,Jaynie Shultz,Jesse  Moreno,Jesse Moreno,Kathy Stewart,Laura Cadena,Lorie Blair,Maxie Johnson,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennel Atkins,Tennell  Atkins,William Roth,Zarin D. Gracey,Zarin Gracey
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92749,,73,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92331,,74,Office of Procurement Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92333,40.,75,"Authorize a three-year master agreement for the purchase of printed utility bill inserts and accessories for the Dallas Water Utilities Department - AC Printing, LLC, lowest responsible bidder of four - Estimated amount of $746,553.00 - Financing:  Dallas Water Utilities Fund",25-1127A,CONSENT AGENDA,Approved,20837,"Authorize a three-year master agreement for the purchase of printed utility bill inserts and accessories for the Dallas Water Utilities Department - AC Printing, LLC, lowest responsible bidder of four - Estimated amount of $746,553.00 - Financing:  Dallas Water Utilities Fund",2025-03-25,25-0652; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,40,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/dc97f9ab-91ca-409a-9fac-479a06484ac1.docx,YES,YES,,YES,AWVT,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92334,41.,76,"Authorize a four-year master agreement for the purchase of law enforcement duty gear for the Dallas Police Department - Botach, Inc. in the estimated amount of $349,600.00, Con10gency Consulting LLC in the estimated amount of $300,000.00, G T Distributors, Inc. in the estimated amount of $7,422,812.60, GALLS, LLC in the estimated amount of $3,380,180.92, PROFORCE MARKETING, INC. dba Proforce Law Enforcement in the estimated amount of $1,134,503.02, CG Wholesale LLC in the estimated amount of $2,354,102.00, and GTM Intermediate Holdings, Inc. dba Tacmed Solutions, LLC in the estimated amount of $306,600.00, lowest responsible bidders of nine - Total estimated amount of $15,247,798.54 - Financing:  General Fund",25-1128A,CONSENT AGENDA,Approved,20838,"Authorize a four-year master agreement for the purchase of law enforcement duty gear for the Dallas Police Department - Botach, Inc. in the estimated amount of $349,600.00, Con10gency Consulting LLC in the estimated amount of $300,000.00, G T Distributors, Inc. in the estimated amount of $7,422,812.60, GALLS, LLC in the estimated amount of $3,380,180.92, PROFORCE MARKETING, INC. dba Proforce Law Enforcement in the estimated amount of $1,134,503.02, CG Wholesale LLC in the estimated amount of $2,354,102.00, and GTM Intermediate Holdings, Inc. dba Tacmed Solutions, LLC in the estimated amount of $306,600.00, lowest responsible bidders of nine - Total estimated amount of $15,247,798.54 - Financing:  General Fund",2025-03-25,25-0653; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,41,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/59d88e2f-82b0-4ff7-9b9b-56cdd99f1c12.docx,YES,YES,,YES,AWVT,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92332,42.,77,"Authorize a three-year service price agreement for mobile hose replacement services for City owned vehicles for citywide use - HYD-TX, LLC dba Pirtek Love Field, JBL Hose Service LLC dba Texas Hose Pro, and 4 - STAR Hose & Supply, Inc., lowest responsible bidders of four - Total estimated amount of $515,087.50 - Financing: General Fund ($26,275.00), Sanitation Operation Fund ($196,200.00), Dallas Water Utilities Fund ($148,550.00), and Equipment and Fleet Management Fund ($144,062.50) (subject to annual appropriations)",25-1042A,CONSENT AGENDA,Approved,20762,"Authorize a three-year service price agreement for mobile hose replacement services for City owned vehicles for citywide use - HYD-TX, LLC dba Pirtek Love Field, JBL Hose Service LLC dba Texas Hose Pro, and 4 - STAR Hose & Supply, Inc., lowest responsible bidders of four - Total estimated amount of $515,087.50 - Financing: General Fund ($26,275.00), Sanitation Operation Fund ($196,200.00), Dallas Water Utilities Fund ($148,550.00), and Equipment and Fleet Management Fund ($144,062.50) (subject to annual appropriations)",2025-03-13,25-0654; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,42,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/dfdab321-e1d9-4371-95cf-11f776df531f.docx,YES,YES,,YES,AWVT,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92682,,78,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92336,,79,Park & Recreation Department,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92643,43.,80,"Authorize the (1) acceptance of a grant from the Texas Parks and Wildlife Department (TPWD) for the Local Parks Grant Program (TPWD P.O. No. CA-0006636, Project No. 55-24001) for the development of the Community Park at Fair Park Fitness Loop project located at Fair Park in the amount of $2,598,820.00 of which the State’s portion is $1,299,410.00, the local match portion is $1,299,410.00 to be provided by Fair Park First (FPF), and the State’s reimbursement to the City of Dallas in an amount not to exceed $1,299,410.00 for the period January 25, 2024 through April 30, 2028; (2) establishment of appropriations in an amount not to exceed $1,299,410.00 in the TPWD Local Parks Grant Program CP-FP Fund; (3) the establishment of appropriations in the amount of $1,299,410.00 the FPF Match-Community Park at Fair Park Fitness Loop Fund; (4) receipt and deposit of funds in the amount not to exceed $1,299,410.00 into the TPWD Local Parks Grant Program CP-FP Fund; (5) receipt and deposit of funds in the amount not to exceed $1,299,410.00 into the FPF Match-Community Park at Fair Park Fitness Loop Fund; and (6) execution of the grant agreement with TPWD and all terms, conditions and documents required by the grant agreement - Total amount of $2,598,820.00 - Financing: TPWD Local Parks Grant Program Grant CP-FP Fund ($1,299,410.00), and FPF Match-Community Park at Fair Park Fitness Loop Fund ($1,299,410.00)",25-1270A,CONSENT AGENDA,Approved,20980,"Authorize the (1) acceptance of a grant from the Texas Parks and Wildlife Department (TPWD) for the Local Parks Grant Program (TPWD P.O. No. CA-0006636, Project No. 55-24001) for the development of the Community Park at Fair Park Fitness Loop project located at Fair Park in the amount of $2,598,820.00 of which the State’s portion is $1,299,410.00, the local match portion is $1,299,410.00 to be provided by Fair Park First (FPF), and the State’s reimbursement to the City of Dallas in an amount not to exceed $1,299,410.00 for the period January 25, 2024 through April 30, 2028; (2) establishment of appropriations in an amount not to exceed $1,299,410.00 in the TPWD Local Parks Grant Program CP-FP Fund; (3) the establishment of appropriations in the amount of $1,299,410.00 the FPF Match-Community Park at Fair Park Fitness Loop Fund; (4) receipt and deposit of funds in the amount not to exceed $1,299,410.00 into the TPWD Local Parks Grant Program CP-FP Fund; (5) receipt and deposit of funds in the amount not to exceed $1,299,410.00 into the FPF Match-Community Park at Fair Park Fitness Loop Fund; and (6) execution of the grant agreement with TPWD and all terms, conditions and documents required by the grant agreement - Total amount of $2,598,820.00 - Financing: TPWD Local Parks Grant Program Grant CP-FP Fund ($1,299,410.00), and FPF Match-Community Park at Fair Park Fitness Loop Fund ($1,299,410.00)",2025-04-03,25-0655; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,43,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/53315dd0-c57d-412e-879e-2ad47bd45129.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/6aace15c-acec-470b-9873-46e116c4e52a.docx,YES,YES,,YES,AWVT,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92338,44.,81,"Authorize a professional services contract with AEC Holdco, LLC DBA Grace Herbert Curtis Architects, LLC for architectural and engineering services for the schematic design, design development, construction documents, bidding and negotiation, and construction administration for the renovation of three recreation center facilities, including Kiest Park Recreation Center at 3081 South Hampton Road, John C. Phelps Recreation Center at 3030 Tips Boulevard, and Tommie M. Allen Recreation Center at 7071 Bonnie View Road - Not to exceed $537,632.00 - Financing: Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund)",25-998A,CONSENT AGENDA,Approved,20718,"Authorize a professional services contract with AEC Holdco, LLC DBA Grace Herbert Curtis Architects, LLC for architectural and engineering services for the schematic design, design development, construction documents, bidding and negotiation, and construction administration for the renovation of three recreation center facilities, including Kiest Park Recreation Center at 3081 South Hampton Road, John C. Phelps Recreation Center at 3030 Tips Boulevard, and Tommie M. Allen Recreation Center at 7071 Bonnie View Road - Not to exceed $537,632.00 - Financing: Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund)",2025-03-10,25-0656; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,44,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/1e66e271-d3cd-49f4-9392-0003b357966e.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/0e6d2c15-f91b-48ac-bbbc-dff5c1b04f5c.pdf,YES,YES,,YES,AWVT,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92337,45.,82,"Authorize a ten-year maintenance agreement with the Turtle Creek Association to accept the installation of a loaned cast bronze sculpture of a walking crow, valued at $200,000.00, on park property, located at 3400 Fairmont Avenue - Financing: No cost consideration to the City",25-956A,CONSENT AGENDA,Approved,20676,"Authorize a ten-year maintenance agreement with the Turtle Creek Association to accept the installation of a loaned cast bronze sculpture of a walking crow, valued at $200,000.00, on park property, located at 3400 Fairmont Avenue - Financing: No cost consideration to the City",2025-03-03,25-0657; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,45,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/d2f85beb-2932-4fde-b620-53a0858ba935.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/dc2b3506-7eaf-47de-bc0a-196295b2f338.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/6d7cd62c-25d5-437d-b15d-5752abbd76c2.docx,YES,YES,,YES,AWVT,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92339,,83,ITEMS FOR INDIVIDUAL CONSIDERATION,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92366,,84,City Secretary's Office,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92368,46.,85,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),25-1186A,ITEMS FOR INDIVIDUAL CONSIDERATION,Individual Appointments Made to Boards and Commissions,20896,Consideration of appointments to boards and commissions and the evaluation and duties of board and commission members (List of nominees is available in the City Secretary's Office),2025-03-31,25-0658; INDIVIDUAL APPOINTMENTS MADE TO BOARDS AND COMMISSIONS,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,46,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92701,,86,Office of Economic Development,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92702,,87,Note: Agenda Item Nos. 47 and 48 must be considered before Agenda Item Nos. 34-35.,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92564,47.,88,"A resolution authorizing a waiver to the minimum public improvement district (PID) petition approval thresholds outlined in the City’s PID Policy, subject to approval by three-quarters of the City Council, for purposes of deeming petitions submitted to the City of Dallas by Preferred Place, LLC, requesting the creation of the RedBird Public Improvement District (District) as sufficient, meeting the minimum requirements for creation set forth in Chapter 372 of the Local Government Code (the Act) but falling below the City’s minimum petition approval threshold for creation - Financing: This action has no cost consideration to the City",25-1245A,CONSENT AGENDA,Approved,20955,"A resolution authorizing a waiver to the minimum public improvement district (PID) petition approval thresholds outlined in the City’s PID Policy, subject to approval by three-quarters of the City Council, for purposes of deeming petitions submitted to the City of Dallas by Preferred Place, LLC, requesting the creation of the RedBird Public Improvement District (District) as sufficient, meeting the minimum requirements for creation set forth in Chapter 372 of the Local Government Code (the Act) but falling below the City’s minimum petition approval threshold for creation - Financing: This action has no cost consideration to the City",2025-04-02,25-0659; APPROVED,Office of Economic Development (ECO),Office of Economic Development,1,Socrata Roll Call,,,,,0,47,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/32eb2d47-829b-4fb9-acc6-80e16a7ae996.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92565,48.,89,"A resolution authorizing a waiver to the minimum public improvement district (PID) petition approval thresholds outlined in the City’s PID Policy, subject to approval by three-quarters of the City Council, for purposes of deeming petitions submitted to the City of Dallas by Ferguson Road Initiative requesting the creation of the Far East Dallas Public Improvement District (District) as sufficient, meeting the minimum requirements for creation set forth in Chapter 372 of the Local Government Code (the Act) but falling below the City’s minimum petition approval threshold for creation - Financing: This action has no cost consideration to the City",25-1247A,CONSENT AGENDA,Approved,20957,"A resolution authorizing a waiver to the minimum public improvement district (PID) petition approval thresholds outlined in the City’s PID Policy, subject to approval by three-quarters of the City Council, for purposes of deeming petitions submitted to the City of Dallas by Ferguson Road Initiative requesting the creation of the Far East Dallas Public Improvement District (District) as sufficient, meeting the minimum requirements for creation set forth in Chapter 372 of the Local Government Code (the Act) but falling below the City’s minimum petition approval threshold for creation - Financing: This action has no cost consideration to the City",2025-04-02,25-0660; APPROVED,Office of Economic Development (ECO),Office of Economic Development,1,Socrata Roll Call,,,,,0,48,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/6e0b839c-bed7-4742-ab28-d9652b3ea4ca.docx,YES,YES,,YES,YES,YES,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92750,,90,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92712,,91,Department of Facilities and Real Estate Management,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92723,,92,Note: Agenda Item No. 49 and 50 must be considered collectively.,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92713,49.,93,"Authorize acquisition, including the exercise of the right of eminent domain, if such becomes necessary, from Charter DMN Holdings, LP, of approximately 36,228 square feet of land located near the intersection of Young and Houston Streets for the Kay Bailey Hutchison Convention Center Dallas Master Plan Component 1 Convention Center Expansion Project - Not to exceed $6,553,040.00 ($6,521,040.00, plus closing costs and title expenses not to exceed $32,000.00) - Financing: Convention Center Construction Fund",25-1192A,ITEMS FOR INDIVIDUAL CONSIDERATION,Approved,20902,"Authorize acquisition, including the exercise of the right of eminent domain, if such becomes necessary, from Charter DMN Holdings, LP, of approximately 36,228 square feet of land located near the intersection of Young and Houston Streets for the Kay Bailey Hutchison Convention Center Dallas Master Plan Component 1 Convention Center Expansion Project - Not to exceed $6,553,040.00 ($6,521,040.00, plus closing costs and title expenses not to exceed $32,000.00) - Financing: Convention Center Construction Fund",2025-04-01,25-0661; APPROVED,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,49,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/8d3dc0c2-cf01-447b-8d98-f08d50de59c5.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/5f7ac92e-c9e0-4f97-ba0c-49a5ebd0cba5.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c628a17f-e582-42e9-9e19-7ac6ed47a973.pdf,YES,NO,,YES,YES,NO,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92722,50.,94,"Authorize acquisition from Charter DMN Holdings, LP, of approximately 185,941 square feet of land located near the intersection of Young and Houston Streets, for the Kay Bailey Hutchison Convention Center Dallas Master Plan Component 1 Convention Center Expansion Project - Not to exceed $45,120,000.00 ($45,000,000.00, plus closing costs and title expenses not to exceed $120,000.00) - Financing: Convention Center Construction Fund",25-594A,ITEMS FOR INDIVIDUAL CONSIDERATION,Approved as Amended,20320,"Authorize acquisition from Charter DMN Holdings, LP, of approximately 185,941 square feet of land located near the intersection of Young and Houston Streets, for the Kay Bailey Hutchison Convention Center Dallas Master Plan Component 1 Convention Center Expansion Project - Not to exceed $45,120,000.00 ($45,000,000.00, plus closing costs and title expenses not to exceed $120,000.00) - Financing: Convention Center Construction Fund",2025-01-31,25-0662; APPROVED AS AMENDED,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,50,AGENDA,AMENDED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,https://cityofdallas.legistar1.com/cityofdallas/attachments/ab475a83-0022-4bd7-b4b8-34df2091378b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/b38e9bd9-cf22-452a-a45d-abb8a4588db5.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/6ec8a718-d927-404d-8c89-63e7bff7110b.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/83d5fe1d-f8ab-462f-a0fc-6d065fbcda3e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/84dbb17a-94c9-46a7-bbab-98dd8230b58a.pdf,YES,NO,,YES,YES,NO,,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,,YES,,,YES
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92747,,95,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92755,,96,ADDITIONS:,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,2025-04-23,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",92756,,97,CLOSED SESSION,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/4/3792_A_City_Council_25-04-23_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/042325Min.pdf,https://dallastx.new.swagit.com/videos/340891,,,,,,,,,,,,,,,,,,,,,,,,,,
