event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jesse  Moreno,Kathy Stewart,Laura Cadena,Lorie Blair,Maxie Johnson,Paul Ridley,Paula Blackmon,William Roth,Zarin D. Gracey
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96556,47.,89,"An ordinance abandoning a portion of Seegar Street and a street easement to 2000 Harwood, LLC, the abutting owner, containing a total of approximately 7,040 square feet of land, located near the intersection of Harwood and Seegar Streets; and authorizing the quitclaim - Revenue: General Capital Reserve Fund ($96,484.00) and General Fund ($20,000.00), plus the $20.00 ordinance publication fee",25-2384A,CONSENT AGENDA,Approved,21996,"An ordinance abandoning a portion of Seegar Street and a street easement to 2000 Harwood, LLC, the abutting owner, containing a total of approximately 7,040 square feet of land, located near the intersection of Harwood and Seegar Streets; and authorizing the quitclaim - Revenue: General Capital Reserve Fund ($96,484.00) and General Fund ($20,000.00), plus the $20.00 ordinance publication fee",2025-07-19,25-1249; APPROVED; ORDINANCE 33169,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,47,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/ccde5344-2981-44f0-80a7-d3acadf977e1.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/8885ad34-13c4-44fa-a309-9f608861b4c3.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/fcb4447d-df4d-432f-8139-668f432d94c0.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/e9e06be3-363a-4507-ae00-fb2cd5537f88.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96557,48.,90,"An ordinance abandoning a walkway to Bhakta Family Trust, the abutting owner, containing approximately 650 square feet of land, located near the intersection of Davis Street and Van Buren Avenue; and authorizing the quitclaim - Revenue: General Capital Reserve Fund ($18,025.00) and General Fund ($20,000.00), plus the $20.00 ordinance publication fee",25-2388A,CONSENT AGENDA,Approved,22000,"An ordinance abandoning a walkway to Bhakta Family Trust, the abutting owner, containing approximately 650 square feet of land, located near the intersection of Davis Street and Van Buren Avenue; and authorizing the quitclaim - Revenue: General Capital Reserve Fund ($18,025.00) and General Fund ($20,000.00), plus the $20.00 ordinance publication fee",2025-07-21,25-1250; APPROVED; ORDINANCE 33170,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,48,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/051f67e1-84d6-4721-bf62-3a52a2300cae.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/d0866028-1ac9-4d74-9721-655f941e287f.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/4428c73b-4f87-495b-827d-92d090d19203.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c62e8992-4caa-409f-8ce6-b0c92e0d4bd3.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96555,49.,91,"An ordinance abandoning two water easements to Dallas Independent School District, the abutting owner, containing a total of approximately 4,950 square feet of land, located near the intersection of Rentzel and Finnell Streets - Revenue: General Fund $11,150.00, plus the $20.00 ordinance publication fee",25-2381A,CONSENT AGENDA,Approved,21993,"An ordinance abandoning two water easements to Dallas Independent School District, the abutting owner, containing a total of approximately 4,950 square feet of land, located near the intersection of Rentzel and Finnell Streets - Revenue: General Fund $11,150.00, plus the $20.00 ordinance publication fee",2025-07-18,25-1251; APPROVED; ORDINANCE 33171,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,49,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/0bba466d-1ff2-42aa-80c8-ead2c2c8a4e7.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/26b66c16-a180-4d49-9c69-a243f0bf8670.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c2e181b6-67cf-4bc3-a57e-ddd9a2af71ba.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96553,50.,92,Authorize (1) the quitclaim of four properties acquired by the taxing authorities from the Tax Foreclosure Sheriff's Sale that will be sold to the highest qualified bidders; and (2) the execution of release of liens for any non-tax liens that may have been filed by the City and were included in the foreclosure judgment (list attached to the Agenda Information Sheet) - Estimated Revenue: TBD - Real Estate Market to determine the value,25-2365A,CONSENT AGENDA,Approved,21977,Authorize (1) the quitclaim of four properties acquired by the taxing authorities from the Tax Foreclosure Sheriff's Sale that will be sold to the highest qualified bidders; and (2) the execution of release of liens for any non-tax liens that may have been filed by the City and were included in the foreclosure judgment (list attached to the Agenda Information Sheet) - Estimated Revenue: TBD - Real Estate Market to determine the value,2025-07-17,25-1252; APPROVED,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,50,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/774c5da5-49bb-45bf-bd7d-d6023fc58221.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/77bab2f0-87fc-4eb3-9520-31d78c3a1dcc.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/fdc92924-2608-4059-856d-79ab2a94808b.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96549,51.,93,"Authorize an actual reasonable moving and related expense, nonresidential payment for Jerry Armstrong, Jr., who was displaced as a direct result of property acquisition of approximately 5.383 acres of land located at Botham Jean Boulevard and South Central Expressway for the Dallas Floodway Extension Project - Not to exceed $145,000.00 - Financing: Trinity River Corridor Project Fund",25-1788A,CONSENT AGENDA,Approved,21445,"Authorize an actual reasonable moving and related expense, nonresidential payment for Jerry Armstrong, Jr., who was displaced as a direct result of property acquisition of approximately 5.383 acres of land located at Botham Jean Boulevard and South Central Expressway for the Dallas Floodway Extension Project - Not to exceed $145,000.00 - Financing: Trinity River Corridor Project Fund",2025-05-14,25-1253; APPROVED,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,51,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/2f155a0a-d28d-4bc5-9219-2a88a5d82e5a.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/253a6682-e6c6-4232-8299-63083124210e.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96552,52.,94,"Authorize an amendment to an existing lease agreement with Martin Luther King, Jr. Family Health Clinic doing business as Foremost Family Health Centers to extend the lease agreement for an additional five years for approximately 25,247 square feet of office and clinic space located at 2922 Martin Luther King, Jr. Boulevard, Building B to be used as a family health and wellness facility for the period July 1, 2025 through June 30, 2030 - Estimated Revenue: General Fund $180,000.00",25-2336A,CONSENT AGENDA,Approved,21948,"Authorize an amendment to an existing lease agreement with Martin Luther King, Jr. Family Health Clinic doing business as Foremost Family Health Centers to extend the lease agreement for an additional five years for approximately 25,247 square feet of office and clinic space located at 2922 Martin Luther King, Jr. Boulevard, Building B to be used as a family health and wellness facility for the period July 1, 2025 through June 30, 2030 - Estimated Revenue: General Fund $180,000.00",2025-07-16,25-1254; APPROVED,Department of Facilities and Real Estate Management (FRM),Department of Facilities and Real Estate Management,1,Socrata Roll Call,,,,,0,52,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/579b59ef-1c7c-47d0-8e1a-d6d801d97168.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/d266823d-cdc2-4058-9fc2-75c96653ca7c.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96561,53.,97,"Authorize a two-year cooperative purchasing agreement for the continued use of commercial wireless communication services and associated equipment for city employees for the Department of Information and Technology Services with Cellco Partnership dba Verizon Wireless through the Texas Department of Information Resources cooperative agreement - Estimated amount of $6,388,340.88 - Financing: Data Services Fund",25-2300A,CONSENT AGENDA,Approved as an Individual Item,21912,"Authorize a two-year cooperative purchasing agreement for the continued use of commercial wireless communication services and associated equipment for city employees for the Department of Information and Technology Services with Cellco Partnership dba Verizon Wireless through the Texas Department of Information Resources cooperative agreement - Estimated amount of $6,388,340.88 - Financing: Data Services Fund",2025-07-09,25-1255; APPROVED AS AN INDIVIDUAL ITEM,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,53,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/6918186e-73aa-440f-98ed-319f9f3a0bb8.docx,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96562,54.,98,"Authorize a two-year cooperative purchasing agreement for a cloud-based, cyber security monitoring system for the Dallas Police Department with Netsync Network Solutions, Inc., through The Interlocal Purchasing System agreement - Not to exceed $199,000.00 - Financing: FY 2024 BJA OJP Byrne Discretionary Grant Program Fund",25-2322A,CONSENT AGENDA,Approved as an Individual Item,21934,"Authorize a two-year cooperative purchasing agreement for a cloud-based, cyber security monitoring system for the Dallas Police Department with Netsync Network Solutions, Inc., through The Interlocal Purchasing System agreement - Not to exceed $199,000.00 - Financing: FY 2024 BJA OJP Byrne Discretionary Grant Program Fund",2025-07-14,25-1256; APPROVED AS AN INDIVIDUAL ITEM,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,54,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/b0182d51-49b9-437e-878b-4dcb89cc3aa9.docx,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96559,55.,99,"Authorize a four-year service contract, with a one-year renewal option, for the continuation of maintenance and support for the equipment tracking and deployment software for Dallas Fire-Rescue Department - Deccan International, sole source - Not to exceed $399,393.00 - Financing: Data Services Fund (subject to annual appropriations)",25-2283A,CONSENT AGENDA,Approved as an Individual Item,21895,"Authorize a four-year service contract, with a one-year renewal option, for the continuation of maintenance and support for the equipment tracking and deployment software for Dallas Fire-Rescue Department - Deccan International, sole source - Not to exceed $399,393.00 - Financing: Data Services Fund (subject to annual appropriations)",2025-07-07,25-1257; APPROVED AS AN INDIVIDUAL ITEM,Department of Information and Technology Services (DSV),Department of Information and Technology Services,1,Socrata Roll Call,,,,,0,55,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/17eb1d74-56f5-4608-8153-25d97ff87f7f.docx,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96584,56.,101,"Authorize (1) an acquisition contract for the purchase of noise monitoring terminals, installation, implementation, data migration, and training in an amount not to exceed $20,000.00; and (2) a five-year service contract, with two one-year renewal options, for software license; and maintenance, and support services for the Noise and Operations Monitoring System and Flight Identification and Tracking System in an amount not to exceed $497,000.00, for the Department of Aviation - Casper Airport Solutions, Inc. dba Casper Airport Solutions, only proposer - Total amount not to exceed $517,000.00 - Financing: Aviation Fund (subject to annual appropriations)",25-2332A,CONSENT AGENDA,Approved as an Individual Item,21944,"Authorize (1) an acquisition contract for the purchase of noise monitoring terminals, installation, implementation, data migration, and training in an amount not to exceed $20,000.00; and (2) a five-year service contract, with two one-year renewal options, for software license; and maintenance, and support services for the Noise and Operations Monitoring System and Flight Identification and Tracking System in an amount not to exceed $497,000.00, for the Department of Aviation - Casper Airport Solutions, Inc. dba Casper Airport Solutions, only proposer - Total amount not to exceed $517,000.00 - Financing: Aviation Fund (subject to annual appropriations)",2025-07-15,25-1258; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,56,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/3cd370ac-ad4f-4663-afce-11d5d7814e5c.docx,YES,YES,AWVT,AWVT,YES,YES,YES,YES,YES,YES,YES,AWVT,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96571,57.,103,Authorize (1) the rejection of the two proposals received for pipe bursting services for sanitary sewers for the Dallas Water Utilities Department; and (2) the re-advertisement for a new solicitation - Financing: No cost consideration to the City,25-2309A,CONSENT AGENDA,Approved as an Individual Item,21921,Authorize (1) the rejection of the two proposals received for pipe bursting services for sanitary sewers for the Dallas Water Utilities Department; and (2) the re-advertisement for a new solicitation - Financing: No cost consideration to the City,2025-07-11,25-1259; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,57,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/07ff836c-b2d6-4bb9-90e6-bbb6c07fa3c9.docx,YES,YES,AWVT,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96566,58.,104,"Authorize a one-year consultant services contract for security consultant services for the Park & Recreation Department - Guidepost Solutions, LLC, most advantageous proposer of six - Not to exceed $105,000.00 - Financing:  General Fund",25-1395A,CONSENT AGENDA,Approved as an Individual Item,21071,"Authorize a one-year consultant services contract for security consultant services for the Park & Recreation Department - Guidepost Solutions, LLC, most advantageous proposer of six - Not to exceed $105,000.00 - Financing:  General Fund",2025-04-17,25-1260; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,58,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/5ae6afb4-692e-4048-ad61-712b220f0184.docx,YES,YES,AWVT,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96582,59.,105,"Authorize a three-year master agreement for the purchase of animal control and animal shelter related supplies for the Department of Dallas Animal Services - Nationwide Supplies, LP dba USA Supply, lowest responsible bidder of two - Estimated amount of $700,388.13 - Financing:  General Fund",25-2325A,CONSENT AGENDA,Approved as an Individual Item,21937,"Authorize a three-year master agreement for the purchase of animal control and animal shelter related supplies for the Department of Dallas Animal Services - Nationwide Supplies, LP dba USA Supply, lowest responsible bidder of two - Estimated amount of $700,388.13 - Financing:  General Fund",2025-07-14,25-1261; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,59,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/532632c5-c706-4a19-898f-7ceef1739943.docx,YES,YES,AWVT,AWVT,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96579,60.,106,"Authorize a three-year master agreement for the purchase of water meter castings, risers, cast iron inlet frames, and covers for the Dallas Water Utilities Department - Fortiline Inc. dba Fortiline Waterworks in the estimated amount of $957,065.00 and Bass & Hays Foundry Inc in the estimated amount of $714,200.90, lowest responsible bidders of two - Total estimated amount of $1,671,265.90 - Financing:  Dallas Water Utilities Fund",25-2317A,CONSENT AGENDA,Approved as an Individual Item,21929,"Authorize a three-year master agreement for the purchase of water meter castings, risers, cast iron inlet frames, and covers for the Dallas Water Utilities Department - Fortiline Inc. dba Fortiline Waterworks in the estimated amount of $957,065.00 and Bass & Hays Foundry Inc in the estimated amount of $714,200.90, lowest responsible bidders of two - Total estimated amount of $1,671,265.90 - Financing:  Dallas Water Utilities Fund",2025-07-11,25-1262; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,60,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/4438518f-dc3c-43df-b0c6-861e21b01842.docx,YES,YES,AWVT,AWVT,AWVT,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96568,61.,107,"Authorize a three-year master agreement for the purchase of large diameter stormwater pipes for the Dallas Water Utilities Department - Southern Sourcing Solutions, LLC, only bidder - Estimated amount of $227,485.60 - Financing:  Stormwater Drainage Management-Fund",25-2306A,CONSENT AGENDA,Approved as an Individual Item,21918,"Authorize a three-year master agreement for the purchase of large diameter stormwater pipes for the Dallas Water Utilities Department - Southern Sourcing Solutions, LLC, only bidder - Estimated amount of $227,485.60 - Financing:  Stormwater Drainage Management-Fund",2025-07-11,25-1263; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,61,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/8b4fcc9f-0f62-4e36-ac21-f93a2a2a3055.docx,YES,YES,AWVT,AWVT,AWVT,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96575,62.,109,"Authorize a five-year master agreement for the purchase of veterinary pharmaceuticals and medical supplies for the Department of Dallas Animal Services - MWI Veterinary Supply Co. dba MWI Animal Health in the estimated amount of $8,702,076.88, IDEXX Distribution, Inc. in the estimated amount of $2,282,265.96, Dechra Veterinary Products, LLC in the estimated amount of $1,588,570.11, and Merck Animal Health in the estimated amount of $883,488.76, lowest responsible bidders of five - Total estimated amount of $13,456,401.71 - Financing:  General Fund",25-2313A,CONSENT AGENDA,Approved as an Individual Item,21925,"Authorize a five-year master agreement for the purchase of veterinary pharmaceuticals and medical supplies for the Department of Dallas Animal Services - MWI Veterinary Supply Co. dba MWI Animal Health in the estimated amount of $8,702,076.88, IDEXX Distribution, Inc. in the estimated amount of $2,282,265.96, Dechra Veterinary Products, LLC in the estimated amount of $1,588,570.11, and Merck Animal Health in the estimated amount of $883,488.76, lowest responsible bidders of five - Total estimated amount of $13,456,401.71 - Financing:  General Fund",2025-07-11,25-1264; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,62,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/3402ae27-b39d-4e1a-8a18-ce35587731d7.docx,YES,YES,AWVT,AWVT,YES,YES,YES,YES,YES,AWVT,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96567,63.,110,"Authorize a three-year service contract, with one two-year renewal option, for operational management of a gymnastic, cheer and/or tumbling program at the Ridgewood Belcher Recreation Center for the Park & Recreation Department - Kramb Co. dba Ridgewood Gymnastics, most advantageous proposer of three - Estimated Net Revenue: General Fund $456,309.15",25-1952A,CONSENT AGENDA,Approved as an Individual Item,21578,"Authorize a three-year service contract, with one two-year renewal option, for operational management of a gymnastic, cheer and/or tumbling program at the Ridgewood Belcher Recreation Center for the Park & Recreation Department - Kramb Co. dba Ridgewood Gymnastics, most advantageous proposer of three - Estimated Net Revenue: General Fund $456,309.15",2025-05-27,25-1265; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,63,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/5c43f5ab-c737-436a-ab7a-56814c4ad83f.docx,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96574,64.,111,"Authorize a five-year service contract for actuarial services of other post-employment benefits plans for the City Controller’s Office - Holmes Murphy and Associates, LLC, most advantageous proposer of five - Not to exceed $275,000.00 - Financing:  General Fund (subject to annual appropriations)",25-2312A,CONSENT AGENDA,Approved as an Individual Item,21924,"Authorize a five-year service contract for actuarial services of other post-employment benefits plans for the City Controller’s Office - Holmes Murphy and Associates, LLC, most advantageous proposer of five - Not to exceed $275,000.00 - Financing:  General Fund (subject to annual appropriations)",2025-07-11,25-1266; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,64,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/9ba4c720-71c8-479a-92f8-735594409313.docx,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96577,65.,112,"Authorize a five-year service contract, with two two-year renewal options, for snack and fresh market vending machines citywide for the Department of Facilities and Real Estate Management - Compass Group USA, Inc, only proposer - Estimated Annual Net Revenue: General Fund $89,040.00",25-2315A,CONSENT AGENDA,Approved as an Individual Item,21927,"Authorize a five-year service contract, with two two-year renewal options, for snack and fresh market vending machines citywide for the Department of Facilities and Real Estate Management - Compass Group USA, Inc, only proposer - Estimated Annual Net Revenue: General Fund $89,040.00",2025-07-11,25-1267; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,65,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/6d996bd4-5322-4bd8-8f8e-8527224d951a.docx,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96576,66.,114,"Authorize a five-year service contract, with two one-year renewal options, for case and powdered beverage supply and full-service vending machines for the Department of Facilities and Real Estate Management - Compass Group USA, Inc, most advantageous proposer of three - Estimated Annual Net Revenue: General Fund $39,097.97",25-2314A,CONSENT AGENDA,Approved as an Individual Item,21926,"Authorize a five-year service contract, with two one-year renewal options, for case and powdered beverage supply and full-service vending machines for the Department of Facilities and Real Estate Management - Compass Group USA, Inc, most advantageous proposer of three - Estimated Annual Net Revenue: General Fund $39,097.97",2025-07-11,25-1268; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,66,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/d229d88f-408a-4230-895c-8ef15cf3ae0b.docx,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES
3720,2025-08-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",96569,67.,115,"Authorize a three-year service price agreement for chemical root control for the Dallas Water Utilities Department - ELITE ROOT CONTROL LLC, lowest responsible bidder of two - Estimated amount of $2,188,500.00 - Financing:  Wastewater Construction Fund (subject to annual appropriations)",25-2307A,CONSENT AGENDA,Approved as an Individual Item,21919,"Authorize a three-year service price agreement for chemical root control for the Dallas Water Utilities Department - ELITE ROOT CONTROL LLC, lowest responsible bidder of two - Estimated amount of $2,188,500.00 - Financing:  Wastewater Construction Fund (subject to annual appropriations)",2025-07-11,25-1269; APPROVED AS AN INDIVIDUAL ITEM,Office of Procurement Services,Office of Procurement Services,1,Socrata Roll Call,,,,,0,67,AGENDA,APPROVED,,https://citysecretary2.dallascityhall.com/pdf/CC2025/081325MIN.pdf,https://dallastx.new.swagit.com/videos/352413,https://cityofdallas.legistar1.com/cityofdallas/attachments/0cccc98b-cf92-4d55-a5b0-1dae88d54e31.docx,YES,YES,YES,AWVT,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES
